resource_id,primary_secondary,author,year,title,resource_type,doi_ISBN,resource_journal,resource_volume_pages
r627,primary,"Breedy, O., Camps-Castellà, J., Försterra, G., & Häussermann, V.",2021,Taxonomic status and geographic distribution of Phycogorgia fucata (Valenciennes 1846) (Octocorallia: Gorgoniidae),article,10.1080/17451000.2021.2009873,,
r628,primary,"Cairns, S. D., Cordeiro, R. T., Xu, Y., Zhan, Z., & Alderslade, P. ",2021,"Anewfamily and twonewgenera of calcaxonian octocoral, including a redescription of Pleurogorgia militaris (Cnidaria : Octocorallia : Chrysogorgiidae) and its placement in a new genus",article,10.1071/IS20066,,
r629,primary,"Opresko, D. M.",1973,"Abundance and Distribution of Shallow-Water Gorgonians in the Area of Miami, Florida",article,,Bulletin of Marine Science,"23(3),535-558"
r630,primary,"Borgstein, N., Beltrán, D. M., & Prada, C.",2020,Variable Growth Across Species and Life Stages in Caribbean Reef Octocorals,article,10.3389/fmars.2020.00483,,
r631,primary,"Benayahu, Y. & Perkol-Finkel, S.",2004,Soft Corals (Octocorallia: Alcyonacea) from Southern Taiwan. I. Sarcophyton nanwanensis sp. nov. (Octocorallia: Alcyonacea),article,,Zoological Studies,43(3): 537-547 
r632,primary,"Jahajeeah, D., Bhoyroo, V., & Ranghoo-Sanmukhiya, M.",2021,An assessment of soft coral community (Octocorallia; Alcyonacea) around Mauritius and Rodrigues Islands — New records of soft corals,article,10.1016/j.rsma.2021.101976,,
r633,primary,"Breedy, O. & Guzman, H.M.",2011,"A revision of the genus Heterogorgia Verrill, 1868 (Anthozoa: Octocorallia: Plexauridae)",article,10.11646/zootaxa.2995.1.2,,
r634,primary,"Breedy, O. & Guzman, H.M.",2020,"A revision of the genus Psammogorgia Verrill, 1868 (Cnidaria, Anthozoa, Octocorallia) in the tropical eastern Pacific Ocean",article,10.3897/zookeys.961.54846,,
r635,primary,"Breedy, O. & Guzman, H.M.",2014,A new species of alcyonacean octocoral from the Peruvian zoogeographic region,article,10.1017/S0025315413001835,,
r636,primary,"Xu, Y., Li, Y., Zhan, Z., & Xu, K.",2019,"Morphology and phylogenetic analysis of two new deep-sea species of Chrysogorgia (Cnidaria, Octocorallia, Chrysogorgiidae) from Kocebu Guyot (Magellan seamounts) in the Pacific Ocean",article,10.3897/zookeys.881.34759,,
r637,primary,"Cairns, S. D., & Taylor, M. L.",2019,"An illustrated key to the species of the genus Narella (Cnidaria, Octocorallia, Primnoidae)",article,10.3897/zookeys.822.29922,,
r638,primary,"Sánchez, J.A.",2009,Systematics of the candelabrum gorgonian corals (Eunicea Lamouroux; Plexauridae; Octocorallia; Cnidaria),article,10.1111/j.1096-3642.2008.00515.x,,
r639,primary,"Benayahu, Y.",2013,"Notes on some tropical octocorals at the zoological museum, university of Copenhagen, Denmark (Cnidaria: Octocorallia)",article,,The Raffles Bulletin of Zoology,61(1):7-11
r640,primary,"Cairns, S. D., & Wirshing, H. H.",2015,"Phylogenetic reconstruction of scleraxonian octocorals supports the resurrection of the family Spongiodermidae (Cnidaria, Alcyonacea)",article,10.1071/IS14063,,
r641,primary,"Goh, N.K.C. & Chow, L.M.",2013,"An annotated checklist of the gorgonians (Anthozoa: Octocorallia) of Singapore, with a discussion of gorgonian diversity in the Indo-West Pacific",article,,The Raffles Bulletin of Zoology,44 (2) : 435-459
r642,primary,"Breedy, O. & Guzman, H.M.",2002,A Revision Of The Genus Pacifigorgia (Coelenterata : Octocorallia : Gorgoniidae),article,https://biostor.org/reference/81383,Proceedings of the Biological Society of Washington,"115, 782-839"
r643,primary,"Bayer, F.M.",1988,"Mirostenella articulata, A Remarkable New Genus And Species Of Primnoid Octocoral (Gorgonacea) With Uncalcified Axial Nodes",article,,Proceedings of the Biological Society of Washington,"101, 251-256"
r644,primary,"Sánchez, J.A.",2007,A new genus of Atlantic octocorals (Octocorallia: Gorgoniidae): systematics of gorgoniids with asymmetric sclerites,article,10.1080/00222930701237315,,
r645,primary,"Cairns, S. D., & Wirshing, H. H.",2018,A phylogenetic analysis of the Primnoidae (Anthozoa: Octocorallia: Calcaxonia) with analyses of character evolution and a key to the genera and subgenera,article,10.1186/s12862-018-1182-5,,
r646,primary,"García-Cárdenas, F. J., Drewery, J., & López-González, P. J. ",2019,"Resurrection of the sea pen genus PtilellaGray, 1870 and description of Ptilella grayin. sp. from the NE Atlantic (Octocorallia: Pennatulacea)",article,10.3989/scimar.04845.26A,,
r647,primary,"Bayer, F.M. & Stefani, J.",1987,Isididae (Gorgonacea) de Nouvelle-Caledonie--Nouvelle cle des genres de la famille,article,,"Bulletin du Museum National d'Histoire Naturelle, Paris","4(9A), 1: 47-106"
r648,primary,"Williams, G.C.",2007,"The aberrant and monotypic soft coral genus Malacacanthus Thomson, 1910 (Octocorallia: Alcyoniidae) endemic to southern Africa",article,10.1080/00222938700770841,,
r649,primary,"Cordeiro, R. T., Castro, C. B., & Perez, C. D.",2015,"Deep-water octocorals (Cnidaria: Octocorallia) from Brazil: Family Chrysogorgiidae Verrill, 1883",article,10.11646/zootaxa.4058.1.4,,
r650,primary,"Moore, K., Alderslade, P., & Miller, K.",2016,"A taxonomic revision of the genus Primnoisis Studer [& Wright], 1887 (Coelenterata: Octocorallia: Isididae) using morphological and molecular data",article,10.11646/zootaxa.4075.1.1,,
r651,primary,"Li, Y., Zhan, Z., & Xu, K.",2021,"Establishment of Alloptilella splendida gen. et sp. nov. and resurrection of Scytalium veneris (Thomson & Henderson, 1906), two sea pens (Cnidaria: Pennatulacea) from seamounts in the tropical Western Pacific",article,10.1007/s00343-021-1083-0,,
r652,primary,"Saucier, E. H., France, S. C., & Watling, L.",2021,"Toward a revision of the bamboo corals: Part 3, deconstructing the Family Isididae",article,10.11646/zootaxa.5047.3.2,,
r653,primary,"Kushida, Y., & Reimer, J. D.",2019,Molecular phylogeny and diversity of sea pens (Cnidaria: Octocorallia: Pennatulacea) with a focus on shallow water species of the northwestern Pacific Ocean,article,10.1016/j.ympev.2018.10.032,,
r654,primary,"García-Cárdenas, F. J., Núñez-Flores, M., & López-González, P. J.",2020,Molecular phylogeny and divergence time estimates in pennatulaceans (Cnidaria: Octocorallia: Pennatulacea),article,10.3989/scimar.05067.28A,,
r655,primary,"Bayer, F.M.",1990,"The Identity Of Fannyella rossii Gray,j.e. (Coelenterata, Octocorallia)",article,,Proceedings of the Biological Society of Washington,"103, 773-783"
r656,primary,"Williams, G. C., & Chen, J. Y.",2012,"Resurrection of the octocorallian genus Antillogorgia for Caribbean species previously assigned to Pseudopterogorgia, and a taxonomic assessment of the relationship of these genera with Leptogorgia (Cnidaria, Anthozoa, Gorgoniidae)",article,10.11646/zootaxa.3505.1.3,,
r657,primary,"Williams, G.C.",1995,Living genera of sea pens (Coelenterata: Octocorallia: Pennatulacea): illustrated key and synopses,article,10.1111/j.1096-3642.1995.tb00929.x,,
r658,primary,"Benayahu, Y., Ekins, M., Ofwegen, L. P., Samimi-Namin, K., & McFadden, C. S.",2022,"On some encrusting Xeniidae (Octocorallia): Re-examination of the type material
of Sansibia flava (May, 1898) and a description of new taxa",article,10.11646/zootaxa.5093.4.3,,
r659,primary,"Poliseno, A., Altuna, A., Puetz, L. C., Mak, S. S., Ríos, P., Petroni, E., ... & Gilbert, M. T. P",2021,"An integrated morphological–molecular approach reveals new insights on the systematics of the octocoral Telestula humilis (Thomson, 1927) (Octocorallia:Alcyonacea:Clavulariidae)",article,10.1071/IS20009,,
r660,primary,"Li, Y., Zhan, Z., & Xu, K.",2017,"Morphology and molecular phylogeny of Paragorgia rubra sp. nov. (Cnidaria: Octocorallia), a new bubblegum coral species from a seamount in the tropical Western Pacific",article,10.1007/s00343-017-5320-5,,
r661,primary,"McFadden, C. S., Alderslade, P., Van Ofwegen, L. P., Johnsen, H., & Rusmevichientong, A.",2006,"Phylogenetic relationships within the tropical soft coral genera Sarcophyton and Lobophytum (Anthozoa, Octocorallia)",article,10.1111/j.1744-7410.2006.00070.x,,
r662,primary,"Benayahu, Y., McFadden, C. S., & Shoham, E.",2017,"Search for mesophotic octocorals (Cnidaria, Anthozoa) and their phylogeny: I. A new sclerite-free genus from Eilat, northern Red Sea",article,10.3897/zookeys.680.12727,,
r663,primary,"Watling, L.",2007,"A review of the genus Iridogorgia (Octocorallia: Chrysogorgiidae) and its relatives, chiefly from the North Atlantic Ocean",article,10.1017/S002531540705535X,,
r664,primary,"Pante, E., Saucier, E. H., & France, S. C.",2013,Molecular and morphological data support reclassification of the octocoral genus Isidoides,article,10.1071/IS12053,,
r665,primary,"Taylor, M. L., Cairns, S. D., Agnew, D. J., & Rogers, A. D.",2013,"A revision of the genus Thouarella Gray, 1870 (Octocorallia: Primnoidae), including an illustrated dichotomous key, a new species description, and comments on Plumarella Gray, 1870 and Dasystenella, Versluys, 1906",article,10.11646/zootaxa.3602.1.1,,
r666,primary,"Li, Y., Zhan, Z., & Xu, K.",2020,"Morphology and Molecular Phylogenetic Analysis of Deep-Sea Purple Gorgonians (Octocorallia: Victorgorgiidae) from Seamounts in the Tropical Western Pacific, with Description of Three New Species",article,10.3389/fmars.2020.00701,,
r667,primary,"Williams, G.C.",1989,"A comparison of the stoloniferous octocorallian genera Scyphopodium, Stereotelesto, Bathytelesto and Rhodelinda, with the description of a new species from south eastern Africa (Anthozoa, Chavulariidae)",article,10.1111/j.1469-7998.1989.tb02604.x,,
r668,primary,"Chen, C.C. & Chang, K-H.",1991,Gorgonacea (Coelenterata: Anthozoa: Octocorallia) of southern Taiwan,article,bizacs00013943-30-3-149,Bull. Inst. Zool. Acad. Sinica,30(3);149-182
r669,primary,"Xu, Y., Zhan, Z., & Xu, K",2020,"Morphology and molecular phylogeny of three new deep-sea species of Chrysogorgia (Cnidaria, Octocorallia) from seamounts in the tropical Western Pacific Ocean",article,10.7717/peerj.8832,,
r670,primary,"Verseveldt, J.",2013,"Alcyonacea (Octocorallia) from the red sea, with a discussion of a new sinularia species from ceylon",article,10.1080/00212210.1974.10688394,,
r671,primary,"d'Hondt, M.J.",1977,Some Octocorallia (Coelenterata) from Australia,article,10.1071/MF9770241,,
r672,primary,"Taylor, M. L., & Rogers, A. D.",2017,"Primnoidae (Cnidaria: Octocorallia) of the SW Indian Ocean: new species, genus revisions and systematics",article,10.1093/zoolinnean/zlx003,,
r673,primary,"Breedy, O., Cairns, S. D., & Haeussermann, V.",2015,"A new alcyonacean octocoral (Cnidaria, Anthozoa, Octocorallia) from Chilean fjords",article,10.11646/zootaxa.3919.2.5,,
r674,primary,"d'Hondt, M.J. & Tixier-Durivault, A.",1975,Clavularia-steveninoae n-sp new octocorallia stolonifera from Mediterranean Sea,article,http://application.sb-roscoff.fr/cbm/downloadpdf.htm?execution=e5s1,Cahiers de Biologie Marine ,26: 585-592
r675,primary,"Baker, K. D., Wareham, V. E., Snelgrove, P. V., Haedrich, R. L., Fifield, D. A., Edinger, E. N., & Gilkinson, K. D.",2012,"Distributional patterns of deep-sea coral assemblages in three submarine canyons off Newfoundland, Canada",article,10.3354/meps09448,,
r676,primary,"Kumar, J.S.Y., Geetha, S., Raghunathan, C., & Sornaraj, R.",2019,"New report of Melithaea delicata Hickson, 1905 (subclass: octocorallia) from Little Andaman Island, India",article,,Indian Journal of Geo Marine Sciences ,48(9):1344-1350
r677,primary,"Cairns, S. D.",2018,"Primnoidae (Cnidaria: Octocorallia: Calcaxonia) of the Okeanos Explorer
expeditions (CAPSTONE) to the central Pacific",article,10.11646/zootaxa.4532.1.1,,
r678,primary,"Cairns, S.D. & Bayer, F.M. (2009)",2009, A generic revision and phylogenetic analysis of the Primnoidae (Cnidaria: Octocorallia).,article,10.5479/si.00810282.629,,
r679,primary,"Prada, C., Schizas, N. V., & Yoshioka, P. M.",2008,Phenotypic plasticity or speciation? A case from a clonal marine organism,article,10.1186/1471-2148-8-47,,
r680,primary,"Weinberg, S.",1979,Transplantation experiments with Mediterranean gorgonians,article,,Bijdragen tot de dierkunde,49 (1): 31-41
r681,primary,"Terribile, K., Evans, J., Knittweis, L., & Schembri, P. J.",2016,Maximising MEDITS: Using data collected from trawl surveys to characterise the benthic and demersal assemblages of the circalittoral and deeper waters around the Maltese Islands (Central Mediterranean),article,10.1016/j.rsma.2015.07.006,,
r682,primary,"Mastrototaro, F., Maiorano, P., Vertino, A., Battista, D., Indennidate, A., Savini, A., ... & D'Onghia, G.",2013,"A facies of Kophobelemnon (Cnidaria, Octocorallia) from Santa Maria di Leuca coral province (Mediterranean Sea)",article,10.1111/maec.12017,,
r683,primary,"Buhl-Mortensen, P., & Buhl-Mortensen, L.",2013,Diverse and vulnerable deep-water biotopes in the Hardangerfjord,article,10.1080/17451000.2013.810759,,
r684,primary,"Bo, M., Canese, S., Spaggiari, C., Pusceddu, A., Bertolino, M., Angiolillo, M., ... & Bavestrello, G.",2012,Deep Coral Oases in the South Tyrrhenian Sea,article,10.1371/journal.pone.0049870,,
r685,primary,"López González, P. J. & Gili, J. M.",2005,Two new dimorphic soft-coral species (Anthozoa: Octocorallia) from Antarctica,article,10.1007/s10750-004-8338-6,,
r686,primary,"Cúrdia, J., Monteiro, P., Afonso, C. M., Santos, M. N., Cunha, M. R., & Gonçalves, J. M.",2012,"Spatial and depth-associated distribution patterns of shallow gorgonians in the Algarve coast (Portugal, NE Atlantic)",article,10.1007/s10152-012-0340-1,,
r687,primary,"Shoham, E., & Benayahu, Y.",2017,Higher species richness of octocorals in the upper mesophotic zone in Eilat (Gulf of Aqaba) compared to shallower reef zones,article,10.1007/s00338-016-1528-7,,
r688,primary,"Mejía-Quintero, K., & Chasqui, L.",2020,Octocorals and Antipatharians in the Mesophotic Rocky Reefs of Colombian Pacific (Eastern Tropical Pacific),article,10.3389/fmars.2020.00311,,
r689,primary,"Benayahu, Y., Bridge, T. C., Colin, P. L., Liberman, R., McFadden, C. S., Pizarro, O., ... & Tanaka, J.",2019,Octocorals of the Indo-Pacific,book chapter,10.1007/978-3-319-92735-0_38,,
r690,primary,"Xu, Y., Zhan, Z., & Xu, K.",2021,"Morphology and phylogeny of Chrysogorgia pinniformis sp. nov. and C. varians sp. nov., two golden corals from the Caroline seamounts in the tropical Western Pacific Ocean",article,10.1007/s00343-021-0386-5,,
r691,primary,"Kushida, Y., & Reimer, J. D.",2020,"Description of the sea pen Calibelemnon hinoenma sp. nov. from shallow
waters in southern Japan",article,10.1007/s12526-020-01132-1,,
r692,primary,"Tu, T. H., Dai, C. F. & Jen, M.S.",2012,"Precious corals (Octocorallia: Coralliidae) from the northern West
Pacific region with descriptions of two New Species",article,10.5281/zenodo.214095,,
r693,primary,"Cordeiro, R. T. S., McFadden, C. S., Sanchez, J. A., & Pérez, C. D.",2021,"Revision of the genus Plexaurella Kölliker, 1865 (Anthozoa: Octocorallia) and resurrection of Plexaurellidae Verrill, 1912 new rank",article,10.1071/IS21003,,
r694,primary,"Drake, J., Benayahu, Y., Polishchuk, I., Pokroy, B., Pinkas, I. & Mass, T.",2021,Sclerites of the soft coral Ovabunda macrospiculata (Xeniidae) are predominantly the metastable CaCO3 polymorph vaterite,article,10.1016/j.actbio.2021.08.051,,
r695,primary,"López-González, P. J., & Cunha, M. R.",2010,"Two new species of Dendrobrachia Brook, 1889 (Cnidaria: Octocorallia: Dendrobrachiidae) from the north-eastern Atlantic and western Mediterranean",article,10.3989/scimar.2010.74n3423,,
r696,primary,"Tursch, B., & Tursch, A.",1982,The soft coral community on a sheltered reef quadrat at Laing Island (Papua New Guinea),article,10.1007/BF00409597,,
r697,primary,"Dautova, T.N.",2018,"Deep-water Octocorallia (Cnidaria: Anthozoa) of the temperate Northern
Pacific: Notes on the distribution and new bathyal-abyssal taxa from the
Sea of Okhotsk",article,10.1016/j.dsr2.2018.04.002,,
r698,primary,"Bayer, F.M.",1992,The helioporacean octocoral Epiphaxum Recent and fossil. A monographic iconography,article,,Stud. Trop. Oceanogr.,15:i–viii.
r699,primary,"Gómez, C. E., Paul, V. J., Ritson-Williams, R., Muehllehner, N., Langdon, C., & Sánchez, J. A.",2014,Responses of the tropical gorgonian coral Eunicea fuscato ocean acidification conditions,article,10.1007/s00338-014-1241-3,,
r700,primary,"Cocito, S., Ferrier-Pagès, C., Cupido, R., Rottier, C., Meier-Augenstein, W., Kemp, H., ... & Peirano, A.",2013,Nutrient acquisition in four Mediterranean gorgonian species,article,10.3354/meps10037,,
r701,primary,"Ribes, M., Coma, R., & Gili, J. M.",1999,Heterogeneous feeding in benthic suspension feeders: The natural diet and grazing rate of the temperate gorgonian Paramuricea clavata (Cnidaria: Octocorallia) over a year cycle,article,10.3354/meps183125,,
r702,primary,"Lewis, J. C.",1982,Feeding behaviour and feeding ecology of the Octocorallia (Coelenterata: Anthozoa),article,10.1111/j.1469-7998.1982.tb03509.x,,
r703,primary,"Lasker, H.R.",1981,A  comparison of the particulate feeding abilities of three species of gorgonian soft coral,article, 10.3354/meps005061,Mar. Ecol. Prog. Ser.,"5, 61-67"
r704,primary,"Acuña, F.H., Excoffon, A.C., Zamponi, M.O. & Genzano, G.",2004,"Feeding habits of the temperate octocoral Tripalea clavaria (Studer, 1878) (Octocorallia, Gorgonaria, Anthothelidae), from sublittoral outcrops off Mar del Plata, Argentina",short note,,Belg. J. Zool ,"134(1), 65-66"
r705,primary,"Farrant, P. A., Borowitzka, M. A., Hinde, R., & King, R. J.",1987,Nutrition of the temperate Australian soft coral Capnella gaboensis,article,10.1007/BF00393101,,
r706,primary,"Coma, R., Gili, J. M., Zabala, M., & Riera, T.",1994,Feeding and prey capture cycles in the aposymbiontic gorgonian Paramuricea clavata,article,10.3354/meps115257,,
r707,primary,"Leal, M. C., Ferrier‐Pagès, C., Calado, R., Thompson, M. E., Frischer, M. E., & Nejstgaard, J. C.",2014,Coral feeding on microalgae assessed with molecular trophic markers,article,10.1111/mec.12486,,
r708,primary,"Coma, R., Llorente-Llurba, E., Serrano, E., Gili, J. M., & Ribes, M.",2015,Natural heterotrophic feeding by a temperate octocoral with symbiotic zooxanthellae: a contribution to understanding the mechanisms of die-off events,article,10.1007/s00338-015-1281-3,,
r709,primary,"Slattery, M., & McClintock, J. B.",1995,Population structure and feeding deterrence in three shallow-water antarctic soft corals,article,10.1007/BF00350880,,
r710,primary,"Orejas, C., Gili, J., López-González, P. J., & Arntz, W.",2001,Feeding strategies and diet composition of four Antarctic cnidarian species ,article,10.1007/s003000100272 ,,
r711,primary,"Lin, M., Liao, C. & Dai, C.",2002,"Modeling the effects of satiation on the feeding rate of a colonial suspension feeder, Acanthogorgia vegae, in a circulating system under lab conditions",article,,Zoological Studies,41(4): 355-365
r712,primary,"Ribes, M., Coma, R., & Gili, J. M.",2003,Heterotrophic feeding by gorgonian corals with symbiotic zooxanthella,article,10.4319/lo.1998.43.6.1170,,
r713,primary,"Lin, M. & Dai, C.",1993,The effects of flow on feeding of three gorgonians from southern Taiwan,article,10.1016/0022-0981(93)90207-5,,
r714,primary,"Sorokin, Y.",1991,"Biomass, metabolic rates and feeding of some common reef zoantharians and octocorals",article,10.1071/MF9910729,,
r715,primary,"Ribes, M., Coma, R., & Rossi, S.",2003,Natural feeding of the temperate asymbiotic octocoral-gorgonian Leptogorgia sarmentosa (Cnidaria: Octocorallia),article,10.3354/meps254141,,
r716,primary,"Lasker, H. R., Gottfried, M. D., & Coffroth, M. A.",1983,Effects of depth on the feeding capabilities of two octocorals,article,10.1007/BF00396287,,
r717,primary,"Best, B.A.",1988,Passive Suspension Feeding in a Sea Pen: Effects of Ambient Flow on Volume Flow Rate and Filtering Efficiency,article,10.2307/1541723,,
r718,primary,"Fabricius, K. E., Benayahu, Y., & Genin, A.",1995,Herbivory in asymbiotic soft corals,article,10.1126/science.268.5207.90,,
r719,primary,"Grossowicz, M., & Benayahu, Y.",2015,Occurrence and survivorship of azooxanthellate octocorals reflect recruitment preferences and depth distribution,article,10.1007/s10750-015-2270-9,,
r720,primary,"Weinberg, S.",1979,"Autecology of Shallow-Water Octocorallia from Mediterranean Rocky Substrata, I. The Banyuls Area",article,,Bijdragen tot de dierkunde,49 (1): 1-15
r721,primary,"Chimienti, G.",2020,Vulnerable Forests of the Pink Sea Fan Eunicella verrucosa in the Mediterranean Sea,article,10.3390/d12050176,,
r722,primary,"Topçu, N. E., & Öztürk, B.",2016,First insights into the demography of the rare gorgonian Spinimuricea klavereni in the Mediterranean Sea,article,10.1111/maec.12352,,
r723,primary,"Piccinetti, C. C., Ricci, R., Pennesi, C., Radaelli, G., Totti, C., Norici, A., ... & Olivotto, I",2016,Herbivory in the soft coral Sinularia flexibilis(Alcyoniidae),article,10.1038/srep22679,,
r724,primary,"Roushdy, H. M., & Hansen, V. K.",1961,Filtration of Phytoplankton by the Octocoral Alcyonium digitatum L.,article,10.1038/190649b0,,
r725,primary,"Lapointe, A., & Watling, L.",2015,Bamboo corals from the abyssal Pacific: Bathygorgia,article,10.2988/0006-324X-128.2.125,,
r726,primary,"Baillon, S., Hamel, J. F., Wareham, V. E., & Mercier, A.",2012,Deep cold-water corals as nurseries for fish larvae,article,10.1890/120022,,
r727,primary,"Reimer, J. D., Kurihara, H., Ravasi, T., Ide, Y., Izumiyama, M., & Kayanne, H.",2021,Unexpected high abundance of aragonite-forming Nanipora (Octocorallia: Helioporacea) at an acidified volcanic reef in southern Japan,article,10.1007/s12526-021-01165-0,,
r728,primary,"Sánchez, J. A., González-Zapata, F. L., Dueñas, L. F., Andrade, J., Pico-Vargas, A. L., Vergara, D. C., ... & Bolaños, N.",2019,Corals in the Mesophotic Zone (40–115 m) at the Barrier Reef Complex From San Andrés Island (Southwestern Caribbean),article,10.3389/fmars.2019.00536,,
r729,primary,"Sanchez-Tocino, L., de la Linde-Rubio, A., Lizana-Rosas, M.S. Pérez-Guerra, T. & Tierno-de Figueroa, J.M.",2017,"Pruning treatment: A possible method for improving the conservation status of a Ellisella paraplexauroides Stiasny, 1936 (Anthozoa, Alcyonacea) population in the Chafarinas Islands",article,10.12681/mms.2076,,
r730,primary,"Giusti, M., Bo, M., Angiolillo, M., Cannas, R., Cau, A., Follesa, M. C., & Canese, S.",2017,Habitat preference of Viminella flagellum(Alcyonacea: Ellisellidae) in relation to bathymetric variables in southeastern Sardinian waters,article,10.1016/j.csr.2017.03.004,,
r731,primary,"Araya, J. F., Araya, M. E., Mack, M., & Aliaga, J. A.",2018,"On the presence of Distichoptilum gracile Verrill, 1882 (Octocorallia: Pennatulacea), in the southeastern Pacific",article,10.1007/s12526-016-0616-9,,
r732,primary,"Cúrdia, J., Carvalho, S., Pereira, F., Guerra-García, J. M., Santos, M. N., & Cunha, M. R.",2015,Diversity and abundance of invertebrate epifaunal assemblages associated with gorgonians are driven by colony attributes,article,10.1007/s00338-015-1283-1,,
r733,primary,"Brazeau, D. A., & Harvell, C. D. ",1994,"Genetic structure of local populations and divergence between growth forms in a clonal invertebrate, the Caribbean octocoral Briareum asbestinum",article,10.1007/BF00350106,,
r734,primary,"Toledo-Hernández, C., Ruiz-Diaz, C. P., Ramírez-Camejo, L., Paniagua, R., Sabat, A. M., Roberson, L., & Bayman, P.",2016,The role of sclerites in the defense against pathogens of the sea fan Gorgonia ventalina(Octocorallia),article,10.1016/j.jembe.2016.06.002,,
r735,primary,"Shoham, E., Prohaska, T., Barkay, Z., Zitek, A., & Benayahu, Y. ",2019,Soft corals form aragonite-precipitated columnar spiculite in mesophotic reefs,article,10.1038/s41598-018-37696-z,,
r736,primary,"Rezaei, Z., Movahedinia, A., Salamat, N., & Ranjbar, M. S. ",2021,"Details on the histomorphological characteristics of marine sea pen, Virgularia gustaviana, from the Persian Gulf",article,10.3906/vet-2006-131,,
r737,primary,"Linares, C., Doak, D. F., Coma, R., Díaz, D., & Zabala, M. ",2007,Life history and viability of a long-lived marine invertebrate: the octocoral Paramuricea clavata,article,10.1890/05-1931,,
r738,primary,"Ambroso, S., Salazar, J., Zapata-Guardiola, R., Federwisch, L., Richter, C., Gili, J. M., & Teixidó, N.",2017,Pristine populations of habitat-forming gorgonian species on the Antarctic continental shelf,article,10.1038/s41598-017-12427-y,,
r739,primary,"Chimienti, G., Aguilar, R., Maiorca, M., & Mastrototaro, F.",2021,"A Newly Discovered Forest of the Whip Coral Viminella flagellum (Anthozoa, Alcyonacea) in the Mediterranean Sea: A Non-Invasive Method to Assess Its Population Structure",article,10.3390/biology11010039,,
r740,primary,"Morato, T., Dominguez‐Carrió, C., Mohn, C., Ocaña Vicente, O., Ramos, M., Rodrigues, L., ... & Carreiro‐Silva, M.",2021,Dense cold-water coral garden of Paragorgia johnsoni suggests the importance of the Mid-Atlantic Ridge for deep-sea biodiversity,article,10.1002/ece3.8319,,
r741,primary,"Palma, M., Rivas Casado, M., Pantaleo, U., Pavoni, G., Pica, D., & Cerrano, C.",2018,"SfM-Based Method to Assess Gorgonian Forests (Paramuricea clavata(Cnidaria, Octocorallia))",article,10.3390/rs10071154,,
r742,primary,"Rowley, S. J., Pochon, X., & Watling, L. ",2015,Environmental influences on the Indo–Pacific octocoral Isis hippuris Linnaeus 1758 (Alcyonacea: Isididae): genetic fixation or phenotypic plasticity?,article,10.7717/peerj.1128,,
r743,primary,"Sánchez, J.A. & Lasker, H.R.",2003,Patterns of morphological integration in marine modular organisms: supra-module organization in branching octocoral colonies,article,10.1098/rspb.2003.2471,,
r744,primary,"Keith, D.E.",1992,"Shallow-Water Gorgonians (Octocorallia) of Roatan, Honduras",article,,Bulletin of Marine Science,"50(1), 212-226(15)"
r745,primary,"Grinyó, J., Gori, A., Ambroso, S., Purroy, A., Calatayud, C., Dominguez-Carrió, C., ... & Gili, J. M.",2016,"Diversity, distribution and population size structure of deep Mediterranean gorgonian assemblages (Menorca Channel, Western Mediterranean Sea)",article,10.1016/j.pocean.2016.05.001,,
r746,primary,"Wells, C. D., & Tonra, K. J. (2021).",2021,Polyp bailout and reattachment of the abundant Caribbean octocoral Eunicea flexuosa,article,10.1007/s00338-020-02043-0,,
r747,primary,"Pastorino, G. & Ituarte, C.",1992,"Rhodelinda Gardineri (Gohar, 1940) (Coelenterata: Anthozoa) a Stoloniferous Octocoral from Patagonian Shallow Waters",article,,Bulletin of Marine Science -Miami,58(1):196-202
r748,primary,"Matsumoto, A.K., Iwase, F., Imahara, Y. & Namikawa, H.",2007,Bathymetric distribution and biodiversity of cold-water octocorals (Coelenterata: Octocorallia) in Sagami Bay and adjacent waters of Japan,article,,Bulletin of Marine Science -Miami,81:231-251
r749,primary,"Lasker, H.R., Kiho, K. & Coffroth, M.A.",1996,"Reproductive and Genetic Variation Among Caribbean Gorgonians: The Differentiation of Plexaura Kuna, New Species",article,,Bulletin of Marine Science -Miami,"58(1), 277-288(12)"
r750,primary,"Lira, A. K., Naud, J. P., Gomes, P. B., Santos, A. M., & Perez, C. D.",2009,"Trophic ecology of the octocoral Carijoa riisei from littoral of Pernambuco, Brazil. I. Composition and spatio-temporal variation of the diet",article,10.1017/S0025315408002385,,
r751,primary,"Williams, G.C.",2008,Biogeography of the octocorallian coelenterate fauna of southern Africa ,article,10.1111/j.1095-8312.1992.tb00869.x,,
r752,primary,"Chimienti, G., Tursi, A., & Mastrototaro, F.",2018,Biometric relationships in the red sea pen Pennatula rubra (Cnidaria: Pennatulacea),article,10.1109/MetroSea.2018.8657885,,
r753,primary,"Pierdomenico, M., Russo, T., Ambroso, S., Gori, A., Martorelli, E., D'Andrea, L., ... & Chiocci, F. L.",2018,"Effects of trawling activity on the bamboo-coral Isidella elongata and the sea pen Funiculina quadrangularis along the Gioia Canyon (Western Mediterranean, southern Tyrrhenian Sea)",article,10.1016/j.pocean.2018.02.019,,
r754,primary,"Migné, A., Davoult, D., Janquin, M. A., & Kupka, A.",1996,"Biometrics, Carbon and Nitrogen Content in Two Cnidarians: Urticina Felina and Alcyonium Digitatum",article,10.1017/S0025315400031301,,
