location_id,location_name,latitude,longitude
l494,"Strait of Magellan, Pacific Ocean",-53.341539,-70.709071
l495,"Cape Flora, Northbrook island, Arctic Ocean",79.95948496,50.10649521
l496,"Ambon Bay, Banda Sea, Indonesia",-3.638077,128.232332
l497,"Cape Nusaniwe, Leitimur, Ambon",-3.786883818,128.0905484
l498,"Mililat, Papua New Guinea",-5.111832838,145.7994788
l500,"Shag Rocks, Scotia Sea, South Atlantic Ocean",-53.3875,-43.41667
l501,"South Georgia, Scotia Sea, South Atlantic Ocean",-54.63011,-36.227412
l502,"Aliwal Shoal, South-Africa ",-30.26,30.82667
l503,"Tumbatu island, Zanzibar, Indian Ocean",-5.810914,39.226118
l504,"Addu atoll, Maldives, Indian Ocean",-0.631273343,73.16735157
l505,"Mayu Island, Moluccan Sea",1.328317,126.4188
l506,Singapore,1.230931,103.8202
l507,"Palau Subar Laut, Singapore",1.213992,103.834975
l508,"Praslin Island, Seychelles",-4.3,55.68333
l509,"Transkei, South Africa",-32.56167,28.82333
l510,"Tanjung Jangka, Bali, Indonesia",-8.662778,115.4683
l511,Cape Verde islands,16.58333,-24.6
l512,"SW of Palma, Canary islands",28.63333,-17.98333
l513,Mid Atlantic Ridge,36.53333,-33.4
l514,"Phiphi Islands, Thailand",7.675,98.76167
l515,"Haano Island, Tonga",-19.63583,-174.2989
l516,"Akajima Island, Okinawa, Japan",26.1707,127.2305
l517,"Alotau, Milne Bay, Papua New Guinea",-10.319204,150.456905
l518,"Punta Llonco, Chile",-42.33157,-72.46102
l519,"Siladen island, Bunaken, N Sulawesi, Indonesia",1.625,124.8
l520,"Tempano Fjord, Chile",-48.71389,-74.18408
l521,"Islas Diego Ramirez, Chile",-56.5,-68.75
l522,"Isla Laitec, Chile",-43.18294,-73.64089
l523,"Puyuhuapi, Chile",-44.39292,-72.58192
l524,"Fjord Isla, Bernardo, Chile",-48.28694,-74.33611
l525,"Canal Pitt Chico, Chile",-50.83531,-74.13914
l526,"Bremer island, Gulf of Carpentaria, Australia",-12.09433,136.7959
l527,"West Woody island, Gulf of Carpentaria, NT, Australia",-12.185,136.6715
l528,"Toagel Mlungi Channel, Babeldaob, Koror, Palau",7.5425,134.4685
l529,"Mercherchar Island, Koror, Palau",7.181472,134.3607
l530,"Uchelbeluu Reef, Koror, Palau",7.273667,134.5242
l531,"Ngaregabal Reef, Babeldaob, Koror, Palau",7.414,134.4439
l532,"Ngemelis reef, Koror, Palau",7.113556,134.2601
l533,"Toachel Mid Channel, Koror, Palau",7.339417,134.5177
l534,"Siaes Reef, Koror, Palau",7.311611,134.2268
l535,"Peleliu Island, Koror, Palau",6.976917,134.2222
l536,"North Ninepin reef, Pak Kwo Chau, Hong Kong",22.273,114.348
l537,"Shek Chau, Basalt island, Hong kong",22.305,114.363
l538,"Larak Island, Persian Gulf",26.88761,56.39357
l539,"Hengam Island, Persian Gulf",26.64305,55.878223
l540,Kuwait coast,29.041462,48.142466
l542,"Nha Trang Bay,  Cau Island, Vietnam, South China Sea",12.2775,109.3733
l543,"Nha Trang Bay,  Mot Island, Vietnam, South China Sea",12.175,109.2842
l544,"Nha Trang Bay,  Vung Island, Vietnam, South China Sea",12.265,109.3617
l545,"Nha Trang Bay,  Tre Island, Vietnam, South China Sea",12.17817,109.2983
l546,"Nha Trang Bay,  Mun Island, Vietnam, South China Sea",12.16167,109.3017
l547,"Yenkit, Oman, Arabian Sea",23.52748,58.73981
l548,"Îlot Canard, New Caledonia",-22.312653,166.435562
l549,"Bota Island, Cameroon, Atlantic Ocean",3.997921314,9.194060288
l550,"Ascension island, Atlantic Ocean",-8.05,-14.45
l551,"Cape Arid, Western Australia",-34.05,125.5167
l552,"Cay Sal Bank, Bahamas",23.865,-80.71167
l553,"Terumbu Penpang Tengah reef,  Singapore",1.408811061,103.7389702
l554,"Yupin, Penghu, Taiwan",23.2756,119.5026
l555,"Sigee, Penghu, Taiwan",23.25372,119.6113
l556,"Paranaguá, Paraná, Brazil",-25.51528,-48.49972
189,La Reunion,-21.1259,55.5224
l558,"Récif des Colimaçons, Saint-Leu, Reunion, Indian Ocean",-21.15601,55.28268
l559,"Récif Pointe au Sel, Saint-Leu, Reunion, Indian Ocean",-21.19064,55.28313
l560,"Saint-Paul, Reunion, Indian Ocean",-21.09961,55.23023
l561,"Gu-Po Reef, Penghu, Taiwan",23.71432,119.5581
l562,"Penghu Archipelago, Taiwan",23.599693,119.559622
l563,"Houdaidzai, Penghu, Taiwan",23.36138,119.5394
l564,"Wanann, Penghu, Taiwan",23.34855,119.5126
l565,"Isla del Coco insular shelf, Pacific Ocean",5.578183,-87.05782
l566,", Kwazulu-Natal, Park Rynie, South Africa",-30.28103,30.80925
l567,"Cape Peninsula, South Africa",-33.98217,18.3594
l568,"Port Elizabeth, Algoa Bay, South Africa",-33.98027,25.69295
l569,"Islas Bridges, Beagle Channel, Tierra del Fuego",-54.86477,-68.24888
l570,"Nok Island, Nha Trang Bay, South China Sea",12.1915,109.3427
l571,"Con Dao Island, South China Sea, Vietnam",8.416667,106.3967
l572,"Dung Island, Nha Trang Bay, South China Sea, Vietnam",12.26667,109.3633
l573,"West of Bremer island, Gulf of Carpentaria, Australia",-12.09433,136.7959
l574,"White Island, NW Australia",-14.9741,124.3974
l575,"Long Reef, northern Kimberley, NW Australia",-13.88867,125.74942
l576,"Dampier, Pluto Gas Field, NW Australia",-19.9352,115.3261
l577,"North West Cape, Dampier, NW Australia",-21.2802,114.0606
l578,NW Australia,-17.120065,122.465887
l579,"Sungi Barkai, Aru Islands, Indonesia",-6.678126,134.699757
l580,"Port Molle, Queensland, Australia",-20.33288994,148.8499999
l581,"Pulau Jedan, Aru islands, Indonesia",-5.382692222,134.6832045
l583,"Munday Island, Bathurst Channel, Port Davey, Tasmania, Australia",-43.32890019,146.0105826
l584,"Siboga station 164, near New Guinea",-1.708333,130.7917
l585,"Siboga station 310, Flores",-8.5,119.118056
l586,"Siboga station 117, N Sulawesi",1.25,123.616667
l587,"Samau Island, Timor",10.242545,123.36362
l588,"Tual, Kei islands, Indonesia",-5.590794,132.802156
l589,"Siboga station 166, New Guinea",-2.475,131.055
l590,"Pointe Noire, Congo",-4.772741939,11.85437236
l591,"Misaki, Japan",34.30374801,135.1523128
l592,"Otsuki, Tosa, Kochi Prefecture, Japan",32.62767,132.8407
l593,"Hirudo Strait, Nagasaki, Japan",33.16667,129.3
l594," Cape Chinen, Okinawa islands",26.1689583,127.8303769
l595,"Enoshima, Nagoya, Japan",35.30940212,139.4806099
l596,"Kerama islands, Okinawa, Japan",26.15917,127.4475
l597,"Mutsu Bay, Japan",41.091307,141.083993
l598,"Watari-se bank, off Izu islands, Japan",34.0477,138.9135
l599,"Nakagusuku Bay, Okinawa Prefecture, Japan",26.262418,127.856896
l600,"East of Jogashima Spur, Japan",35.05867,139.6238
l601,"Sata-misaki Cape, Kagoshima Prefecture, Japan",30.93583,130.73
l602,"Nagasaki, Japan",32.36667,128.7
l603,"Toshima islands, Izu islands, Japan",34.55184,139.2915
l604,"Yokoate-jima, Tokara Islands, Japan",28.915,124.0682
l605,"Northwest Providence Channel, south of Freeport, Grand Bahama",26.27,-78.4
l607,"Bagabag Island, Papua New Guinea",-4.794816,146.221675
l609,"Chesterfield Bank, New Caledonia",-19.4,158.4508
l610,"Augulpelu Reef, Palau islands",7.273497492,134.5486951
l611,"Europa island, Madagascar",-22.366928,40.353096
l612,"Pulau Messah, Flores, Indonesia",-8.52725,119.74574
l613,"Montserrat, Barbados",16.72929292,-62.17932752
l614,"Solor Strait, Indonesia, Flores Sea",-8.428354,123.024648
l615,"Barbados, Caribbean Sea",13.159375,-59.556559
l616,"Kei islands, Flores, Indonesia",-5.608333,132.92
l617,"Otsuchi Bay, Iwate Prefecture, Japan",39.36342,142.0012
l618,"Anejima island, Ogasawara, Bonin Islands, Japan",26.555422,142.155713
l619,"Hachijo island, Izu, Japan",33.34847,139.6864
l620,"Sata-misaki Cape, Kagoshima Prefecture, Japan",30.93583,130.7333
l621,"Challenger st. 188, South of Papua, Arafura Sea",-9.59,139.42
l622,"Ohako-zaki cape, Otsuchi Bay, Iwate Prefecture, Japan",39.52333,142.0107
l623,"Mabul Island, Malaysia",4.245246,118.63118
l624,"Off Mozambique, East Africa",-18.252446,36.352665
l625,"Kudingareng, Spermonde Archipelago, Sulawesi, Indonesia",-5.1,119.2833
l626,"Chabahar, Gulf of Oman",25.27407,60.67748
l627,"Rotti island, Cyrus bay, Indonesia",-10.87333,123.0183
l628,"Moscos islands, Mergui Archipelago, Thailand",14.119221,97.80561
l629,"Strait of Hormuz, Oman",26.37336,56.535694
l630,"Farur Island, Persian Gulf, Iran",26.284482,54.507351
l631,"Andaman islands, Indian Ocean",12.440298,92.83066
l632,"Oman, Oman Sea",23.654267,58.629567
l633,"South of Raso, Cape Verd islands",16.58333,-24.6
l635,"Nosy Be, Madagascar, Indian Ocean",-13.324182,48.265618
l636,"Wadi Magrash, Gulf of Aqaba, Red Sea",28.746001,34.748466
l637,"Dur Ridgrig, Dahlak Archipelago, Eritrea",15.711309,40.106339
l638,"Nosy Tanykely, Madagascar",-13.482931,48.236611
l639,"Jeddah, Red Sea",21.49708361,39.16301765
l640,"Nosy Komba, Madagascar",-13.46717,48.337063
537,"Guld of Suez, Red Sea",28.7294,33.0003
l642,Red Sea,21.18985003,37.98882233
l643,"Eilate Nature Reserve, Red Sea",29.51,34.9225
l644,"Dekel Beach, Eilat, Gulf of Aqaba, Israel, Red Sea",29.53403,34.96238
l645,"Algoa Bay, White Sands, Eastern Cape, South Africa",-33.99833,25.7087
l646,"Park Rynie, Lander’s Reef, KwaZulu-Natal, South Africa",-30.33288,30.79205
l647,"Star Walls, Cape Peninsula, South Africa",-34.0412,18.30138
l648,"Algoa Bay, Ry Banks, Eastern Cape, South Africa",-33.98495,25.8629
l649,"Justin’s Caves, Oudekraal, South Africa",-33.98165,18.35983
l652,"Cape Hedo, Okinawa, Japan",26.8721,128.2666
l653,"Blue Corner, Ngemelis Island, Palau",7.14,134.22
l654,"Agattu Island, Aleutian Islands, East Bering Sea",52.01667,174.65
l655,"Tanaga Pass west of Tanaga Island, Andreanof Islands, Aleutian Islands, Bering Sea",53.294,-178.32
l656,"Shio Misaki Light, Japan",33.38833,135.5667
l657,"Skaly Lovushki I., Sea of Okhotsk",47.20222,152.635
l658,"Matua island, Russia",48.08975387,153.2128687
l659,"Shima Spur, Tenryu Sea, Japan",34.012,136.888
l660,"NE of Islands of Four Mountains, Aleutian Islands, Bering Sea",53.1945,169.6845
l661,"Cockburn reef, Great Barrier Reef",-11.81327131,143.3729595
l662,"Burford Island, Northern Australia",-11.48006446,131.9572807
368,Davies Reef,-18.830949,147.651977
l663,"Elford Reef, Queensland, Great Barrier Reef",-16.9111196,146.2386747
406,Myrmidon Reef,-18.266,147.389
l665,"Darley Reef, Queensland, Great Barrier Reef",-19.19867537,148.1872148
l666,"Flinders reef, Queensland, Great Barrier Reef",-26.98195073,153.4998267
l667,"Clerke reef, Rowley Shoals, Western Australia",-17.36186024,119.333874
l668,"Milln reef, Queensland, Great Barrier Reef",-16.76649541,146.2732385
l669,"Trepang Bay, Northern Australia",-10.87161574,131.982959
l670,"Palfrey Island, Great Barrier Reef",-14.692403,145.447614
l671,"Oxley Island, Northern Australia, Arafura Sea",-31.90874972,152.5725308
l672,"Snake reef, Queensland, Great Barrier Reef",-14.47347123,145.0263488
l673,"Dip reef, Queensland, Great Barrier Reef",-18.41286399,147.4501274
l674,"Cape Leveque, Western Australia",-16.385751,122.925435
l675,"Port Denison, Western Australia",-29.27133717,114.9157737
476,"Horseshoe, Lord Howe Island",-31.534854,159.061512
l676,"Erskine island, Queensland, Great Barrier Reef",-23.09868103,151.7829895
l677,"Swain Reefs, Queensland, Great Barrier Reef",-21.96712535,152.4716886
l678,"Bahia Conoma, Valle Seco, Venezuela",10.244031,-64.535494
l679,"Ushibuka, Kumamoto, Japan",32.1552,130.0444
l680,"Catham Bay, Cocos island",5.555783,-87.03893
l681,"off Jacksonville, Florida",30.27937,-81.355295
l682,"off Charleston, South Carolina",32.724816,-79.851399
l683,"Guadalupe island, Caribbean Sea",16.23246108,-61.54268761
l684,off New England,44.244395,-61.172478
l686,off South Carolina coast,32.741083,-79.819445
526,"Dry Tortugas National Park, Florida",24.664207,-82.865174
l688,"Granada, Caribbean Sea",12.122688,-61.682381
l689,"North of Bahia, Brazil",-11.81667,-37.25
l690,"Carriacou island, Granada, Caribbean Sea",12.47883303,-61.44783891
l691,"Dominica island, Caribbean Sea",15.49513922,-61.3698816
l687,"St. Vincent island, Caribbean Sea",13.22765193,-61.18361887
l692,"Bahia Honda, Florida",24.66731568,-81.26096668
l693,"St. Croix, Caribbean Sea",17.74133592,-64.83496105
l694,Georges bank,40.819649,-68.562793
l695,"Anguilla, Caribbean Sea",18.21965112,-63.04567155
l696,Nova Scotia,45.15974338,-62.70328354
l697,"Havana, Cuba, Caribbean Sea",23.11894866,-82.38837341
l698,"Frederickstad, St. Croix, Caribbean Sea",17.71438006,-64.88793161
l699,"Off Boston, USA",40.57167,-66
l700,"Josephine Bank, Atlantic Ocean",37.8,-14.01667
l701,"Off Georgia, USA, Atlantic Ocean",31.299082,-81.193678
l702,"off Florida, Caribbean",27.80532174,-81.67001673
l703,"Martinique, Caribbean Sea",14.65053392,-61.04307927
l704,"Off North Rock, Bermuda, Caribbean Sea",32.330354,-64.832636
l705,"Nantucket shoals, Atlantic Ocean",41.19226605,-70.79378761
l706,"La Plata River, Puerto Rico",18.47687691,-66.25508223
l707,Off south of Ireland,48.51667,-10.05
l709,"Saint Lucia, Caribbean Sea",13.89413446,-60.99731258
l710,"Coy inlet, Patagonia",-50.933,-69.233
l711,"Halifax, Nova Scotia",44.64759191,-63.5691036
l712,"French Reef, Florida keys",25.03888976,-80.35059462
363,"Carysfort Reef, Florida Keys",25.2531,-80.2198
l714,"Oaxaca, Mexico",15.71637,-96.867558
l715,Manning Bight,38.2,-61.1
l716,"Fly Point, Port Stephens, N.S.W., Australia ",-32.71325356,152.1511831
l717,"Newcastle Bight, New South Wales, Australia ",-32.798159,151.99661
l718,"Funafuti Atoll, Ellice Island",-8.523820842,179.1196865
l719,"Great Exhibition Bay, New Zealand",-34.465,173.2115
l720,"Firth of Thames, New Zealand",-37.03294284,175.4098969
l721,"North Cape, New Zealand",-34.357,172.885
l722,"Manawatāwhi, New Zealand",-34.1759,172.04949
l723,"Houhora Harbour, New Zealand",-34.8216,173.1508
l724,"Piwhane/Spirits Bay, New Zealand",-34.4167,172.7833
l725,"Cape Brett, New Zealand",-35.216,174.4033
l726,"Sunday Cove, Fiordland, New Zealand",-45.5952,166.7422
l727,"Manukau Harbour, Auckland, New Zealand",-37.0319,174.6507
l728,Off Guinea Bissau,-11.5,-17.33333
l729,off Namibia coast,-26.75,13.89833
l730,"Roca Catedral, Coiba National Park, Gulf of Chiriquí, Panama",7.24636,-81.808597
l731,"Islas Ladrones, Coiba National Park, Gulf of Chiriquí, Panama",7.86410397,-82.44087025
l732,"Islote Frijoles South, Coiba National Park, Gulf of Chiriquí, Panama",7.633562,-81.706027
l733,"Gulf of Chiriquí, Panama",7.879034,-82.177804
l734,"Frailes del Sur, Azuero, Panama",7.334524831,-80.13333337
l735,"Panama coast, Tropical Eastern Pacific",8.801767,-78.795769
l736,"South Georgia Islands, Argentina",-53.58333,-38.11667
l737,"Buenos Aires, Bahía Blanca, Argentina",-40.05,-57
l738,Argentinian continental slope,-50.53333,-63.05
l739,"Mar de la Plata, Buenos Aires, Argentina",-39,-57.16667
l740,"Chubut, San Matías Gulf, Argentina",-41.21667,-65.98333
l741,"Tasman fracture Zone, SW Tasman Sea, Tasmania",-45.61667,145.0167
l742,"Kelvin Seamount, New England",38.77942,-63.96242
l743,off Auckland Islands,-50.01667,166
l744,"Kermadec Ridge, Pacific Ocean",-30.05,179.0833
l745,"Ross Sea, Antarctic Ocean",-68.64491017,-167.3988774
l746,"Ripple Shoals, south of Barrow Island, Pilbara Shelf, NW Australia",-21.12796,115.35959
l747,"Admiralty Gulf, Cape Voltaire, Kimberley, Western Australia",-14.26194,125.57389
l748,"Point Loma, San Diego, California",32.7,-117.2556
l749,"Langara Island, British Columbia, Canada",54.23449514,-133.0175202
l750,"Northern California, Pacific Ocean",38.568177,-123.243559
l751,"Cordell Bank, California",38.0543,-123.48
l752,"Isla Cedros, Baja California",28.21667,-115.1667
l753,Anacapa Island,34.01667,-119.3619
l754,"Sands Beach, Santa Barbara, California",34.40729,-119.879564
l755,"Sonora, Bahia de Choya, Chile",31.35528,-113.6239
l756,"Boca Flor de Malva, SE of Punta Tosca, Baja California",24.18529,-111.3509
551,"Pearl Islands, Panama",8.4354,-78.935
l758,"San Pedro, Los Angeles, California",33.61778,-118.1972
l759,Santa Catalina Island,33.3849442,-118.4216446
l760,"Smugglers Cove, Santa Cruz island, Santa Barbara, California",34.02194,-119.5419
l761,"Bahia de Caraquez, Ecuador",-0.616981245,-80.42314788
l762,"Isla Flamenco, Golfo de Panama",8.909195644,-79.52022346
l763,"Margarita Bay, Cape San Lucas",22.895486,-109.881255
l764,"Islas Tortugas, Golfo de Nicoya, Costa Rica",9.782739811,-84.88989567
l765,"Taboga island, Panama",8.789149107,-79.55424441
l766,"Callao, Peru",-12.05158427,-77.13268179
l767,"Isla San Jose, Archipielago Las Perlas, Panama",8.263113843,-79.11030012
l768,"Point Piños light-house, Monterey Bay, California",36.63333,-121.9167
l769,"Santa Cruz Island, California",34.0341,-119.5199
l770,"Gold Beach, Oregon",42.45722,-124.84
l771,"Cape Flattery, California",48.60833,-127.0133
l772,"west of Cape Meares, Oregon, USA",45.42167,-125.1836
l774,"SS Central America wreck, off Charleston, USA",31.58333,-77.16667
l775,Great Bahama Bank,23.48333,-77.15
l776,"Off St. Croix, Caribbean Sea",17.79167,-64.73194
l777,"25 km NW of Bermuda, Caribbean Sea",32.58333,-64.91667
l778,"Off Ireland, Atlantic Ocean",53.0976732,-8.043775328
l779,"South of Georges Bank, Atlantic Ocean",40.57167,-66.15
l780,"Off Southwest Point, Grand Bahama",26.45,-78.71667
l781,North of Little Bahama Bank,27.49167,-78.625
l782,"Station 36n, Josephine Bank, Atlantic Ocean",36.76667,-14.11667
l783,"Southwest of St. Lucia, Lesser Antilles",13.56667,-61.06667
l784,"Roti Strait, Indo-Pacific",-10.65,123
l785,"Fort Lauderdale, Florida",26.26667,-79.71667
l786,"Cape Hatteras, North Carolina",35.141667,-75.166667
l787,"Northwest Providence Channel, Bahamas",26.45,-78.66667
l788,"off Arrows mith bank, Yucatan",20.95,-86.56667
l789,"Ilha de Maraca, Brazil",2.668056,-48.05
l790,Falkland islands,-53,-60
l791,"Prince Edward island, Canada",46.44507987,-63.42225787
l792,Bouvet island,-54.43333,3.4
l793,Tristan da Cunha island,-37.10714201,-12.2826064
l794,"off Sao Sebastiao, Brazil",-24.92333,-44.43333
l795,"USNM 1078188, Manning Seamount, North Atlantic Ocean ",38.14567,-61.09122
l796,"Continental slope off Rio de la Plata, Argentina",-37.28333,-53.86667
l797,"off eastern coast of Dominica, Lesser Antilles",15.41667,-61.23333
l798,off southeastern coast of the Dominican Republic,18.35,-69.1
l799,off Guyana,8.416667,-58.13333
l800,"off George Town, Grand Cayman",19.28708676,-81.36934335
l801,North of Trinidad island,11.36667,-61.44
l802,"Cariaco Basin, west of Isla La Tortuga, Venezuela",10.95,-62.86667
l803,"Rey- kjanes Ridge, Iceland",61.73333,-30.48333
l804,Retriever Seamount,39.80909,-66.2498
l805,Rockaway Seamount ,35.64667,-52.05333
l806,Nashville Seamount ,34.57917,-56.84117
l807,Windward passage between Cuba and Haiti,20.15,-73.48333
l808,Peak of Caloosahatchee Seamount ,34.66367,-49.81683
l809,"Abrolhos reef, Brazil",-17.9691745,-38.70172229
l810,"Matua Island, Kurile Islands, Sea of Okhotsk",48.01667,153.3672
l811,"Kurile islands, Sea of Okhotsk",46.77806,155.9231
l812,Guinea Bissau,10.91667,-16.66667
l813,"S.S Pieter Faure, head of Tugela river, Natal, South Africa",-29.25,31.5
l814,"Mgazi River Mouth, Transkei, South Africa",-31.73167,29.53667
l815,"Los Ahorcados, Manabi, Ecuador",1.678889,-80.83556
l816,"Acajutla, El Salvador",13.57409349,-89.84191314
l817,"""Seamount 2” cruise, stn. DW 258, Atlantis Bank",33.99717,-30.2025
l818,"Onslow Bay, North Carolina",34.53568,-76.97455
l819,"Kocebu Guyot, Magellan Seamount chain",17.4,153.3
l820,"Seamount M8, Caroline ridge",10.63633,140.068
l821,West Sumatra,-0.97,90.72
l822,"Bellona Plateau, West of New Caledonia",-36.96,177.332
l823,"Ganquan Plateau, South China Sea",16.879768,110.783939
l824,Surinam,7.416667,-54.58333
l825,"Potiguar Basin (Rio Grande do Norte State), Brazil",-4.616667,-36.76667
l826,"Derickson Seamount, Gulf of Alaska ",53.03018,-161.2141
l827,"Derickson Seamount II, Gulf of Alaska ",52.00977,-161.2401
l828,"Derickson Seamount III, Gulf of Alaska ",53.04077,-161.1848
l829,"Derickson Seamount IV, Gulf of Alaska ",52.98387,-161.249
l830,"Derickson Seamount V, Gulf of Alaska ",54.98733,-140.3998
l831,"Gonubie, Eastern Cape Province",-33.11333,28.08167
l832,"Cumberland Bay, South Georgia",-54.28333,-36.46667
l833,Continental Anctartica,-72.84833,-19.66667
l834,Southeastern Pacific Basin ,-54.81667,-129.8
l835,off South Georgia,-54.48333,-39.36667
l836,"Dickins Seamount, Gulf of Alaska",54.51417,-136.9092
l837,"station 1521 (USAP expedition), Scotia Sea, South Atlantic Ocean",-54.13306,-52.20806
l838,"Iriomote, Indabishi, Japan",24.42,123.4967
l839,"Gough Island, Saint Helena",-40.31749386,-9.936308501
l840,"Elephant island, Antarctica",-60.6465,-53.957
l841,"Taba, Gulf of Eilat, Red Sea",29.488266,34.89894
l842,"Near Solar pond, Gulf of Eilat, Red Sea",29.42901,34.83064
l843,"Marsa Murach, Gulf of Eilat, Red Sea",29.42623,34.83624
l844,"Coral island, Gulf of Eilat, Red Sea",26.83398348,33.98311866
l845,"Sation 41–4, Scotia Sea (Polarstern ANT XIX/3)",-59.39133,-60.059
l846,"Kushimoto, Kii-oshima island, Japan",33.47417,135.8028
l847,"Jogashima light, Kanagawa Pref. Japan",35.12333,139.56
l848,"off northwest tip of Fernandina, Galápagos",0.2845333,-91.07013
l849,"south of San Cristóbal, Galápagos",-1.05,-89.46667
536,Galapagos Islands,-0.8004,-90.4971
l850,"northeast coast of Santa Cruz, Galápagos",-0.4959167,-90.233
l851,"northwest of Española, Galápagos",-1.286667,-89.81167
l852,lower continental slope off northwestern Ecuador,1.116667,-81.06667
l853,"off northeastern Marchena, Galápagos",0.3946667,-90.43902
l855,"off Roca Redonda, Galápagos",0.2444444,-91.60889
l856,off Cocos island,5.576667,-87.07083
l857,"María Magdalena Island, Islas Marías, Mexico",21.42112,-106.415
l858,"Cueva Refugio, San Pedro Mártir Island, Sonora, Mexico",28.37162,-112.3173
l859,"San Esteban Island (northwest rocky point), Sonora, Mexico ",28.72607,-112.6133
l860,"Mound 12, off Costa Rica",8.93075,-84.3128
l861,"San Juan, west end of Salinas Island, Puerto Rico",18.21944,-66.23056
l862,"Marguerite Bay, Antarctica",-68.4996218,-68.50025752
l863,"Coronation Island, South Orkneys, Antarctica",-60.57216432,-45.57099487
l864,"Praia da Marcela, São Luís, Maranhão",2.65,-44.25
l865,South East New Caledonia,-22.81667,167.2
l866,"Verde Island Passage, Philippine islands",13.57694,120.125
l867,"off Kapoposang Light, Celebes",-4.722778,118.8883
l868,"Gomomo island, Ceram Sea",-1.891667,127.65
l869,"Hao Atoll, Paumotu islands",-18.0660499,-140.8920258
l870,"South of Molokai, Hawaiian islands",21.104837,-157.087754
l871,"Mangamaripeta, Visakhapatnam ",17.85093,83.41401
l872,"Isla Chora, Bahia Samara, Costa Rica ",9.883333,-85.55
l873,"East Pacific Rise, 500 km off Acapulco",12.72,-102.6
l874,"Lenca, Chile",-41.6383,-72.6694
l875,Hibernia Reef,-11.97404,123.3221
l876,"Burdwood Bank, Argentina",-54.88361,-58.40444
l877,"Hin Lom Fang, off Pattaya, Chonburi Province, Thailand",12.80617,100.7058
l878,"Koh Rin, off Pattaya, Chonburi Province, Thailand",12.79067,100.703
l879,"Hannibal Bank, Coiba Island, Gulf of Chiriquí, Panama ",7.436567,-82.07513
l880,"Burdwood Bank stn PS61/150-01, Subantarctic",-54.50367,-56.13667
l881,"Austasen, Eastern Weddell Sea, Antarctica",-72.85717,-19.64367
l882,"Kapikan, Semporna Islands, Sabah, Malaysia",4.647383,118.8302
l883,"Llandudno, Cape Peninsula, South Africa",-34.01667,18.33333
l884,"off state of Para, Brazil",1.566667,-48.11667
l885,"Rum Cay, Bahama Islands",23.63459,-74.95366
l886,"Santa Maria di Leuca coral Porvince, Mediterranean",39.61667,18.36667
l887,continental slope off Georgia,30.79167,-79.81667
l888,"Eleuthera island, Bahamas",24.9089718,-76.18646663
l889,"Papanui Canyon, off Otago peninsula, New Zealand",-45.85,171.0333
l890,"Sri Lanka, Indian Ocean",6.443212,81.173311
l891,California Northeast Bank,32.2716305,-119.6724745
l892,Tasmanian Seamounts Marine Reserve Hill Z40,-44.63667,147.4383
l893,"Thermaikos gulf, Greece",40.33611,22.89167
l894,"McMurdo Sound, Antarctica",-77.56667,166.65
l895,"Waglan, Hong Kong",22.18389,114.3053
l896,"SE of Punta Tosca, Baja California, Mexico",24.43529,-111.3509
l897,"Bay of Panama, Panama",8.832317925,-79.15509263
l898,"Marble Rock, Mergui Archipelago, Myanmar, Andaman Sea",11.55092459,98.31696704
l899,"Zorritos, Perú",-3.681788498,-80.67816527
l900,"Elizabeth bay, Albemarle island, Galapagos",-0.597711854,-91.08432434
l901," Mazatlán, Mexico",23.24829951,-106.4126682
l902,"Bajo Lunes, Puntilla de Santa Elena, Salinas, Ecuador",-2.189133,-81.013005
l903,"Isla del Rey, Pearl Islands, Panama",8.390496511,-78.89724292
l905,"Pinder point, Grand Bahama",26.50618357,-78.76497477
l906,Arrowsmith Bank,20.83333,-86.5
l907,"Caja de Muertos, Puerto Rico, Caribbean Sea",17.825,-66.56639
l908,"Seamount M5, Caroline ridge",10.07833,140.1547
l909,"Seamount M8, Caroline ridge II",10.6125,140.0642
l910,"Mar del Plata Submarine Canyon, “Talud Continental III”",-38.03188,-53.65447
l911,Vecinity of South Georgia,-54.235,-37.90333
l912,Campbell plateau South of N. Zealand,-49.85,178.5833
l913,"South Atlantic Ocean, Falkland plateau",-54.73333,-55.65
l1288,"Bali, Indonesia",-8.420374996,115.1402537
l914,"Punta Hermosa, Coiba Island, Gulf of Chiriquı´, Panama",7.523083,-81.89192
l915,"Sepangar, Sepangar Island, Kota Kinabalu, Sabah, Malaysia",6.060739,116.0668
l916,"Udar, east of Udar Island, Kota Kinabalu, Sabah, Malaysia",6.080503,116.087
l917,"Manukan, Manukan Island, Kota Kinabalu, Sabah, Malaysia",5.979472,116.0029
l918,"Mid Reef, east of Manukan Island, Kota Kinabalu, Sabah, Malaysia",5.976611,116.0145
l919,"Punta Islotes, Golfo Dulce, Costa Rica",11.73831811,-83.05491531
l920,"Playa Botella, Isla Floreana, Gala¤pagos",-1.308735901,-90.43643357
l921,"off Rio Grande do Sul, Brazil",-31.032303,-50.839542
l922,"R/V Calypso, sta. 1776, 241 km SE of Sao Paulo, Brazil ",-24.90111,-44.43333
l923,"Puerto Deseado, Argentina",-47.75776644,-65.89933467
l924,"El Faro, Oxaca",15.793332,-96.04135
l925,"off atka bay, antarctica",-70.4,-8.328667
l926,"off Esterillos, Puntarenas, Central Pacific, Costa Rica",9.349,-84.504
